,flow,date,height,sitecode
138,18.4,2020-11-04T02:15:00.000-07:00,4.49,07081200
139,18.3,2020-11-04T03:15:00.000-07:00,4.48,07081200
140,18.2,2020-11-04T04:15:00.000-07:00,4.48,07081200
141,18.0,2020-11-04T05:15:00.000-07:00,4.47,07081200
142,17.8,2020-11-04T06:15:00.000-07:00,4.47,07081200
143,17.7,2020-11-04T07:00:00.000-07:00,4.46,07081200
144,17.7,2020-11-04T07:15:00.000-07:00,4.46,07081200
145,17.7,2020-11-04T07:30:00.000-07:00,4.46,07081200
146,17.7,2020-11-04T07:45:00.000-07:00,4.46,07081200
147,17.7,2020-11-04T08:00:00.000-07:00,4.46,07081200
148,17.7,2020-11-04T08:15:00.000-07:00,4.46,07081200
149,17.7,2020-11-04T08:30:00.000-07:00,4.46,07081200
150,17.7,2020-11-04T08:45:00.000-07:00,4.46,07081200
151,17.7,2020-11-04T09:00:00.000-07:00,4.46,07081200
152,17.7,2020-11-04T09:15:00.000-07:00,4.46,07081200
153,17.7,2020-11-04T09:30:00.000-07:00,4.46,07081200
154,17.7,2020-11-04T09:45:00.000-07:00,4.46,07081200
155,17.7,2020-11-04T10:00:00.000-07:00,4.46,07081200
156,17.7,2020-11-04T10:15:00.000-07:00,4.46,07081200
157,17.7,2020-11-04T10:30:00.000-07:00,4.46,07081200
158,17.7,2020-11-04T10:45:00.000-07:00,4.46,07081200
159,17.7,2020-11-04T11:00:00.000-07:00,4.46,07081200
160,17.7,2020-11-04T11:15:00.000-07:00,4.46,07081200
161,17.7,2020-11-04T11:30:00.000-07:00,4.46,07081200
162,17.7,2020-11-04T11:45:00.000-07:00,4.46,07081200
163,17.7,2020-11-04T12:00:00.000-07:00,4.46,07081200
164,17.7,2020-11-04T12:15:00.000-07:00,4.46,07081200
165,17.7,2020-11-04T12:30:00.000-07:00,4.46,07081200
166,17.7,2020-11-04T12:45:00.000-07:00,4.46,07081200
167,17.7,2020-11-04T13:00:00.000-07:00,4.46,07081200
168,17.7,2020-11-04T13:15:00.000-07:00,4.46,07081200
169,17.7,2020-11-04T13:30:00.000-07:00,4.46,07081200
170,18.2,2020-11-04T13:45:00.000-07:00,4.47,07081200
171,18.2,2020-11-04T14:00:00.000-07:00,4.47,07081200
172,18.2,2020-11-04T14:15:00.000-07:00,4.47,07081200
173,18.2,2020-11-04T14:30:00.000-07:00,4.47,07081200
174,18.7,2020-11-04T14:45:00.000-07:00,4.48,07081200
175,18.7,2020-11-04T15:00:00.000-07:00,4.48,07081200
176,18.7,2020-11-04T15:15:00.000-07:00,4.48,07081200
177,18.7,2020-11-04T15:30:00.000-07:00,4.48,07081200
178,18.7,2020-11-04T15:45:00.000-07:00,4.48,07081200
179,18.7,2020-11-04T16:00:00.000-07:00,4.48,07081200
180,18.7,2020-11-04T16:15:00.000-07:00,4.48,07081200
181,18.7,2020-11-04T16:30:00.000-07:00,4.48,07081200
182,18.7,2020-11-04T16:45:00.000-07:00,4.48,07081200
183,18.7,2020-11-04T17:00:00.000-07:00,4.48,07081200
184,18.7,2020-11-04T17:15:00.000-07:00,4.48,07081200
185,18.7,2020-11-04T17:30:00.000-07:00,4.48,07081200
186,18.7,2020-11-04T17:45:00.000-07:00,4.48,07081200
187,18.7,2020-11-04T18:00:00.000-07:00,4.48,07081200
188,18.2,2020-11-04T18:15:00.000-07:00,4.47,07081200
189,18.2,2020-11-04T18:30:00.000-07:00,4.47,07081200
190,18.2,2020-11-04T18:45:00.000-07:00,4.47,07081200
191,18.2,2020-11-04T19:00:00.000-07:00,4.47,07081200
192,18.2,2020-11-04T19:15:00.000-07:00,4.47,07081200
193,18.2,2020-11-04T19:30:00.000-07:00,4.47,07081200
194,18.2,2020-11-04T19:45:00.000-07:00,4.47,07081200
195,18.2,2020-11-04T20:00:00.000-07:00,4.47,07081200
196,18.2,2020-11-04T20:15:00.000-07:00,4.47,07081200
197,18.2,2020-11-04T20:30:00.000-07:00,4.47,07081200
198,18.2,2020-11-04T20:45:00.000-07:00,4.47,07081200
199,18.2,2020-11-04T21:00:00.000-07:00,4.47,07081200
200,18.2,2020-11-04T21:15:00.000-07:00,4.47,07081200
201,18.2,2020-11-04T21:30:00.000-07:00,4.47,07081200
202,18.2,2020-11-04T21:45:00.000-07:00,4.47,07081200
203,18.2,2020-11-04T22:00:00.000-07:00,4.47,07081200
204,18.2,2020-11-04T22:15:00.000-07:00,4.47,07081200
205,18.2,2020-11-04T22:30:00.000-07:00,4.47,07081200
206,18.2,2020-11-04T22:45:00.000-07:00,4.47,07081200
207,18.2,2020-11-04T23:00:00.000-07:00,4.47,07081200
208,18.2,2020-11-04T23:15:00.000-07:00,4.47,07081200
209,18.2,2020-11-04T23:30:00.000-07:00,4.47,07081200
210,18.2,2020-11-04T23:45:00.000-07:00,4.47,07081200
211,18.2,2020-11-05T00:00:00.000-07:00,4.47,07081200
212,18.2,2020-11-05T00:15:00.000-07:00,4.47,07081200
213,18.2,2020-11-05T00:30:00.000-07:00,4.47,07081200
214,18.2,2020-11-05T00:45:00.000-07:00,4.47,07081200
215,18.2,2020-11-05T01:00:00.000-07:00,4.47,07081200
216,18.2,2020-11-05T01:15:00.000-07:00,4.47,07081200
217,18.2,2020-11-05T01:30:00.000-07:00,4.47,07081200
218,18.2,2020-11-05T01:45:00.000-07:00,4.47,07081200
219,18.7,2020-11-05T02:00:00.000-07:00,4.48,07081200
220,18.7,2020-11-05T02:15:00.000-07:00,4.48,07081200
221,18.7,2020-11-05T02:30:00.000-07:00,4.48,07081200
222,18.7,2020-11-05T02:45:00.000-07:00,4.48,07081200
223,18.7,2020-11-05T03:00:00.000-07:00,4.48,07081200
224,18.7,2020-11-05T03:15:00.000-07:00,4.48,07081200
225,18.7,2020-11-05T03:30:00.000-07:00,4.48,07081200
226,18.7,2020-11-05T03:45:00.000-07:00,4.48,07081200
227,18.7,2020-11-05T04:00:00.000-07:00,4.48,07081200
228,18.2,2020-11-05T04:15:00.000-07:00,4.47,07081200
229,18.2,2020-11-05T04:30:00.000-07:00,4.47,07081200
230,18.2,2020-11-05T04:45:00.000-07:00,4.47,07081200
231,18.2,2020-11-05T05:00:00.000-07:00,4.47,07081200
232,18.2,2020-11-05T05:15:00.000-07:00,4.47,07081200
233,18.2,2020-11-05T05:30:00.000-07:00,4.47,07081200
234,17.7,2020-11-05T05:45:00.000-07:00,4.46,07081200
235,17.7,2020-11-05T06:00:00.000-07:00,4.46,07081200
236,17.7,2020-11-05T06:15:00.000-07:00,4.46,07081200
237,17.7,2020-11-05T06:30:00.000-07:00,4.46,07081200
238,17.7,2020-11-05T06:45:00.000-07:00,4.46,07081200
239,17.7,2020-11-05T07:00:00.000-07:00,4.46,07081200
240,17.7,2020-11-05T07:15:00.000-07:00,4.46,07081200
241,17.7,2020-11-05T07:30:00.000-07:00,4.46,07081200
242,17.7,2020-11-05T07:45:00.000-07:00,4.46,07081200
243,17.7,2020-11-05T08:00:00.000-07:00,4.46,07081200
244,17.7,2020-11-05T08:15:00.000-07:00,4.46,07081200
245,17.7,2020-11-05T08:30:00.000-07:00,4.46,07081200
246,17.7,2020-11-05T08:45:00.000-07:00,4.46,07081200
247,17.7,2020-11-05T09:00:00.000-07:00,4.46,07081200
248,17.7,2020-11-05T09:15:00.000-07:00,4.46,07081200
249,17.7,2020-11-05T09:30:00.000-07:00,4.46,07081200
250,17.2,2020-11-05T09:45:00.000-07:00,4.45,07081200
251,17.7,2020-11-05T10:00:00.000-07:00,4.46,07081200
252,17.7,2020-11-05T10:15:00.000-07:00,4.46,07081200
253,17.2,2020-11-05T10:30:00.000-07:00,4.45,07081200
254,17.7,2020-11-05T10:45:00.000-07:00,4.46,07081200
255,17.7,2020-11-05T11:00:00.000-07:00,4.46,07081200
256,17.7,2020-11-05T11:15:00.000-07:00,4.46,07081200
257,17.7,2020-11-05T11:30:00.000-07:00,4.46,07081200
258,17.7,2020-11-05T11:45:00.000-07:00,4.46,07081200
259,17.7,2020-11-05T12:45:00.000-07:00,5.05,07081200
260,18.3,2020-11-05T13:45:00.000-07:00,4.69,07081200
261,19.1,2020-11-05T14:45:00.000-07:00,4.59,07081200
262,19.5,2020-11-05T15:45:00.000-07:00,4.55,07081200
263,20.1,2020-11-05T16:45:00.000-07:00,4.54,07081200
264,20.6,2020-11-05T17:45:00.000-07:00,4.53,07081200
265,20.8,2020-11-05T18:45:00.000-07:00,4.52,07081200
266,20.4,2020-11-05T19:45:00.000-07:00,4.51,07081200
267,20.2,2020-11-05T20:45:00.000-07:00,4.51,07081200
268,20.1,2020-11-05T21:45:00.000-07:00,4.52,07081200
269,19.9,2020-11-05T22:45:00.000-07:00,4.51,07081200
270,19.7,2020-11-05T23:45:00.000-07:00,4.50,07081200
271,19.5,2020-11-06T00:45:00.000-07:00,4.50,07081200
272,19.2,2020-11-06T01:45:00.000-07:00,4.50,07081200
273,19.2,2020-11-06T02:45:00.000-07:00,4.49,07081200
274,19.2,2020-11-06T03:30:00.000-07:00,4.49,07081200
275,19.2,2020-11-06T03:45:00.000-07:00,4.49,07081200
276,19.2,2020-11-06T04:00:00.000-07:00,4.49,07081200
277,19.2,2020-11-06T04:15:00.000-07:00,4.49,07081200
278,19.2,2020-11-06T04:30:00.000-07:00,4.49,07081200
279,19.2,2020-11-06T04:45:00.000-07:00,4.49,07081200
280,18.7,2020-11-06T05:00:00.000-07:00,4.48,07081200
281,18.7,2020-11-06T05:15:00.000-07:00,4.48,07081200
282,18.7,2020-11-06T05:30:00.000-07:00,4.48,07081200
283,18.7,2020-11-06T05:45:00.000-07:00,4.48,07081200
284,18.7,2020-11-06T06:00:00.000-07:00,4.48,07081200
285,18.7,2020-11-06T06:15:00.000-07:00,4.48,07081200
286,18.7,2020-11-06T06:30:00.000-07:00,4.48,07081200
287,18.7,2020-11-06T06:45:00.000-07:00,4.48,07081200
288,18.7,2020-11-06T07:00:00.000-07:00,4.48,07081200
289,18.7,2020-11-06T07:15:00.000-07:00,4.48,07081200
290,18.7,2020-11-06T07:30:00.000-07:00,4.48,07081200
291,18.7,2020-11-06T07:45:00.000-07:00,4.48,07081200
292,18.7,2020-11-06T08:00:00.000-07:00,4.48,07081200
293,18.7,2020-11-06T08:15:00.000-07:00,4.48,07081200
294,18.7,2020-11-06T08:30:00.000-07:00,4.48,07081200
295,18.7,2020-11-06T08:45:00.000-07:00,4.48,07081200
296,19.2,2020-11-06T09:00:00.000-07:00,4.49,07081200
297,19.2,2020-11-06T09:15:00.000-07:00,4.49,07081200
298,19.2,2020-11-06T09:30:00.000-07:00,4.49,07081200
299,19.2,2020-11-06T09:45:00.000-07:00,4.49,07081200
300,19.2,2020-11-06T10:00:00.000-07:00,4.49,07081200
301,19.2,2020-11-06T10:15:00.000-07:00,4.49,07081200
302,18.7,2020-11-06T10:30:00.000-07:00,4.48,07081200
303,19.2,2020-11-06T10:45:00.000-07:00,4.49,07081200
304,19.2,2020-11-06T11:00:00.000-07:00,4.49,07081200
305,19.2,2020-11-06T11:15:00.000-07:00,4.49,07081200
306,19.2,2020-11-06T11:30:00.000-07:00,4.49,07081200
307,19.2,2020-11-06T11:45:00.000-07:00,4.49,07081200
308,19.2,2020-11-06T12:00:00.000-07:00,4.49,07081200
309,19.2,2020-11-06T12:15:00.000-07:00,4.49,07081200
310,19.2,2020-11-06T12:30:00.000-07:00,4.49,07081200
311,19.2,2020-11-06T12:45:00.000-07:00,4.49,07081200
312,19.2,2020-11-06T13:00:00.000-07:00,4.49,07081200
313,19.2,2020-11-06T13:15:00.000-07:00,4.49,07081200
314,19.2,2020-11-06T13:30:00.000-07:00,4.49,07081200
315,19.7,2020-11-06T13:45:00.000-07:00,4.50,07081200
316,19.7,2020-11-06T14:00:00.000-07:00,4.50,07081200
317,19.7,2020-11-06T14:15:00.000-07:00,4.50,07081200
318,20.2,2020-11-06T14:30:00.000-07:00,4.51,07081200
319,20.2,2020-11-06T14:45:00.000-07:00,4.51,07081200
320,19.7,2020-11-06T15:00:00.000-07:00,4.50,07081200
321,19.2,2020-11-06T15:15:00.000-07:00,4.49,07081200
322,19.7,2020-11-06T15:30:00.000-07:00,4.50,07081200
323,19.7,2020-11-06T15:45:00.000-07:00,4.50,07081200
324,20.2,2020-11-06T16:00:00.000-07:00,4.51,07081200
325,20.2,2020-11-06T16:15:00.000-07:00,4.51,07081200
326,20.2,2020-11-06T16:30:00.000-07:00,4.51,07081200
327,19.7,2020-11-06T16:45:00.000-07:00,4.50,07081200
328,19.7,2020-11-06T17:00:00.000-07:00,4.50,07081200
329,19.7,2020-11-06T17:15:00.000-07:00,4.50,07081200
330,19.7,2020-11-06T17:30:00.000-07:00,4.50,07081200
331,19.7,2020-11-06T17:45:00.000-07:00,4.50,07081200
332,19.7,2020-11-06T18:00:00.000-07:00,4.50,07081200
333,19.7,2020-11-06T18:15:00.000-07:00,4.50,07081200
334,19.7,2020-11-06T18:30:00.000-07:00,4.50,07081200
335,19.7,2020-11-06T18:45:00.000-07:00,4.50,07081200
336,19.7,2020-11-06T19:00:00.000-07:00,4.50,07081200
337,19.7,2020-11-06T19:15:00.000-07:00,4.50,07081200
338,19.7,2020-11-06T19:30:00.000-07:00,4.50,07081200
339,19.2,2020-11-06T19:45:00.000-07:00,4.49,07081200
340,19.7,2020-11-06T20:00:00.000-07:00,4.50,07081200
341,19.2,2020-11-06T20:15:00.000-07:00,4.49,07081200
342,19.2,2020-11-06T20:30:00.000-07:00,4.49,07081200
343,19.2,2020-11-06T20:45:00.000-07:00,4.49,07081200
344,19.2,2020-11-06T21:00:00.000-07:00,4.49,07081200
345,19.2,2020-11-06T21:15:00.000-07:00,4.49,07081200
346,19.2,2020-11-06T21:30:00.000-07:00,4.49,07081200
347,19.2,2020-11-06T21:45:00.000-07:00,4.49,07081200
348,19.2,2020-11-06T22:00:00.000-07:00,4.49,07081200
349,19.2,2020-11-06T22:15:00.000-07:00,4.49,07081200
350,19.2,2020-11-06T22:30:00.000-07:00,4.49,07081200
351,19.2,2020-11-06T22:45:00.000-07:00,4.49,07081200
352,19.2,2020-11-06T23:00:00.000-07:00,4.49,07081200
353,19.2,2020-11-06T23:15:00.000-07:00,4.49,07081200
354,19.2,2020-11-06T23:30:00.000-07:00,4.49,07081200
355,19.2,2020-11-06T23:45:00.000-07:00,4.49,07081200
356,19.2,2020-11-07T00:00:00.000-07:00,4.49,07081200
357,19.2,2020-11-07T00:15:00.000-07:00,4.49,07081200
358,19.2,2020-11-07T00:30:00.000-07:00,4.49,07081200
359,19.2,2020-11-07T00:45:00.000-07:00,4.49,07081200
360,19.2,2020-11-07T01:00:00.000-07:00,4.49,07081200
361,19.2,2020-11-07T01:15:00.000-07:00,4.49,07081200
362,19.2,2020-11-07T01:30:00.000-07:00,4.49,07081200
363,19.2,2020-11-07T01:45:00.000-07:00,4.49,07081200
364,19.2,2020-11-07T02:00:00.000-07:00,4.49,07081200
365,19.2,2020-11-07T02:15:00.000-07:00,4.49,07081200
366,19.2,2020-11-07T02:30:00.000-07:00,4.49,07081200
367,19.2,2020-11-07T02:45:00.000-07:00,4.49,07081200
368,19.2,2020-11-07T03:00:00.000-07:00,4.49,07081200
369,19.2,2020-11-07T03:15:00.000-07:00,4.49,07081200
370,19.2,2020-11-07T03:30:00.000-07:00,4.49,07081200
371,18.7,2020-11-07T03:45:00.000-07:00,4.48,07081200
372,18.7,2020-11-07T04:00:00.000-07:00,4.48,07081200
373,19.2,2020-11-07T04:15:00.000-07:00,4.49,07081200
374,18.7,2020-11-07T04:30:00.000-07:00,4.48,07081200
375,18.7,2020-11-07T04:45:00.000-07:00,4.48,07081200
376,18.7,2020-11-07T05:00:00.000-07:00,4.48,07081200
377,18.7,2020-11-07T05:15:00.000-07:00,4.48,07081200
378,18.7,2020-11-07T05:30:00.000-07:00,4.48,07081200
379,18.7,2020-11-07T05:45:00.000-07:00,4.48,07081200
380,18.7,2020-11-07T06:00:00.000-07:00,4.48,07081200
381,18.7,2020-11-07T06:15:00.000-07:00,4.48,07081200
382,18.7,2020-11-07T06:30:00.000-07:00,4.48,07081200
383,18.7,2020-11-07T06:45:00.000-07:00,4.48,07081200
384,18.7,2020-11-07T07:00:00.000-07:00,4.48,07081200
385,18.7,2020-11-07T07:15:00.000-07:00,4.48,07081200
386,18.7,2020-11-07T07:30:00.000-07:00,4.48,07081200
387,18.7,2020-11-07T07:45:00.000-07:00,4.48,07081200
388,18.7,2020-11-07T08:00:00.000-07:00,4.48,07081200
389,18.7,2020-11-07T08:15:00.000-07:00,4.48,07081200
390,18.7,2020-11-07T08:30:00.000-07:00,4.48,07081200
391,18.7,2020-11-07T08:45:00.000-07:00,4.48,07081200
392,18.7,2020-11-07T09:00:00.000-07:00,4.48,07081200
393,18.7,2020-11-07T09:15:00.000-07:00,4.48,07081200
394,18.7,2020-11-07T09:30:00.000-07:00,4.48,07081200
395,18.7,2020-11-07T09:45:00.000-07:00,4.48,07081200
396,18.7,2020-11-07T10:00:00.000-07:00,4.48,07081200
397,18.7,2020-11-07T10:15:00.000-07:00,4.48,07081200
398,18.7,2020-11-07T10:30:00.000-07:00,4.48,07081200
399,18.7,2020-11-07T10:45:00.000-07:00,4.48,07081200
400,18.7,2020-11-07T11:00:00.000-07:00,4.48,07081200
401,18.7,2020-11-07T11:15:00.000-07:00,4.48,07081200
402,18.7,2020-11-07T11:30:00.000-07:00,4.48,07081200
403,18.7,2020-11-07T11:45:00.000-07:00,4.48,07081200
404,18.2,2020-11-07T12:00:00.000-07:00,4.47,07081200
405,18.2,2020-11-07T12:15:00.000-07:00,4.47,07081200
406,18.2,2020-11-07T12:30:00.000-07:00,4.47,07081200
407,18.2,2020-11-07T12:45:00.000-07:00,4.47,07081200
408,18.2,2020-11-07T13:00:00.000-07:00,4.47,07081200
409,18.2,2020-11-07T13:15:00.000-07:00,4.47,07081200
410,18.7,2020-11-07T13:30:00.000-07:00,4.48,07081200
411,19.2,2020-11-07T13:45:00.000-07:00,4.49,07081200
412,19.2,2020-11-07T14:00:00.000-07:00,4.49,07081200
413,19.7,2020-11-07T14:15:00.000-07:00,4.50,07081200
414,20.2,2020-11-07T14:30:00.000-07:00,4.51,07081200
415,20.2,2020-11-07T14:45:00.000-07:00,4.51,07081200
416,20.2,2020-11-07T15:00:00.000-07:00,4.51,07081200
417,20.2,2020-11-07T15:15:00.000-07:00,4.51,07081200
418,20.2,2020-11-07T15:30:00.000-07:00,4.51,07081200
419,20.2,2020-11-07T15:45:00.000-07:00,4.51,07081200
420,20.2,2020-11-07T16:00:00.000-07:00,4.51,07081200
421,19.7,2020-11-07T16:15:00.000-07:00,4.50,07081200
422,19.4,2020-11-07T20:15:00.000-07:00,4.51,07081200
